Hr Org Unit Key,Hr Org Unit Id,Hr Org Unit Title,Hr Org Unit Level,Hr Department Id,Hr Department Code,Hr Department Code Old,Hr Department Name,Hr Department Name Long,Hr Department Name Alpha,Org Hier School Area Name,Org Hier Top Level Name,Org Hier Root Name,Hr Org Level1 Id,Hr Org Level1 Sort,Hr Org Level1 Name,Hr Org Level2 Id,Hr Org Level2 Sort,Hr Org Level2 Name,Hr Org Level3 Id,Hr Org Level3 Sort,Hr Org Level3 Name,Hr Org Level4 Id,Hr Org Level4 Sort,Hr Org Level4 Name,Hr Org Level5 Id,Hr Org Level5 Sort,Hr Org Level5 Name,Dlc Key,Dlc Name,Warehouse Load Date
O10002058,10002058,VP for Info Services & Technology Area,ORGANIZATION LEVEL,,,,,,,VP for Info Services & Technology Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10002058.0,396.0,VP for Info Services & Technology Area,,,,,,,,,01/08/16 01:03 AM
O10000552,10000552,Center for Environmental Health Sciences,DEPARTMENTS,10000552.0,HR-165000,165000.0,Center for Environmental Health Sciences,Center for Environmental Health Sciences,Center for Environmental Health Sciences,VP Research,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000032.0,281.0,VP Research,10000552.0,282.0,Center for Environmental Health Sciences,,,,D_CEHS,Center for Environmental Health Sciences,01/08/16 01:03 AM
O10000957,10000957,Comp Sci & Artificial Intelligence Lab,DEPARTMENTS,10000957.0,HR-067900,67900.0,Comp Sci & Artificial Intelligence Lab,Computer Science & Artificial Intelligence Lab,,VP Research,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000032.0,281.0,VP Research,10003985.0,287.0,CSAIL Area,10000957.0,288.0,Comp Sci & Artificial Intelligence Lab,D_CSAIL,Computer Sciences and Artificial Intelligence Lab,01/08/16 01:03 AM
O10002708,10002708,SoE Dept/Lab/Center/Director Org,DEPARTMENTS,10002708.0,HR-060100,60100.0,SoE Dept/Lab/Center/Director Org,SoE Dept/Lab/Center/Director Org,SoE Dept/Lab/Center/Director Org,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10002708.0,36.0,SoE Dept/Lab/Center/Director Org,,,,D_DHSOE,School of Engineering Department Heads,01/08/16 01:03 AM
O10000339,10000339,Biotechnology Process Engineering Center,DEPARTMENTS,10000339.0,HR-068800,68800.0,Biotechnology Process Engineering Center,Biotechnology Process Engineering Center,Biotechnology Process Engineering Center,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10000339.0,78.0,Biotechnology Process Engineering Center,,,,D_BPEC,Biotechnology Process Engineering Center,01/08/16 01:03 AM
O10000658,10000658,Vice Pres for Resource Development,DEPARTMENTS,10000658.0,HR-410000,410000.0,Vice Pres for Resource Development,Office of the Vice President for Resource Devlpmnt,Office of the Vice President for Resource Devlpmnt,VP for Resource Development,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10000035.0,401.0,VP for Resource Development,10000187.0,402.0,Office VP Resource Development,10000658.0,408.0,Vice Pres for Resource Development,D_RESDEV,Vice President for Resource Development,01/08/16 01:03 AM
O10000662,10000662,Global Initiatives,DEPARTMENTS,10000662.0,HR-410035,410035.0,Global Initiatives,Global Initiatives,Global Initiatives,VP for Resource Development,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10000035.0,401.0,VP for Resource Development,10000187.0,402.0,Office VP Resource Development,10000662.0,412.0,Global Initiatives,D_RESDEV,Vice President for Resource Development,01/08/16 01:03 AM
O10000665,10000665,Office of Development Systems,DEPARTMENTS,10000665.0,HR-410060,410060.0,Office of Development Systems,Office of Development Systems,,VP for Resource Development,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10000035.0,401.0,VP for Resource Development,10000187.0,402.0,Office VP Resource Development,10000665.0,415.0,Office of Development Systems,D_RESDEV,Vice President for Resource Development,01/08/16 01:03 AM
O10000162,10000162,Libraries,ORGANIZATION LEVEL,,,,,,,"Libraries, MIT Press, Tech Review",Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000022.0,221.0,"Libraries, MIT Press, Tech Review",10000162.0,222.0,Libraries,,,,,,01/08/16 01:03 AM
O10000580,10000580,Document Services,DEPARTMENTS,10000580.0,HR-271050,271050.0,Document Services,Document Services,Document Services,"Libraries, MIT Press, Tech Review",Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000022.0,221.0,"Libraries, MIT Press, Tech Review",10000162.0,222.0,Libraries,10000580.0,224.0,Document Services,D_LIBRARIES,Libraries,01/08/16 01:03 AM
O10000294,10000294,Microsystems Technology Laboratories,DEPARTMENTS,10000294.0,HR-060600,60600.0,Microsystems Technology Laboratories,Microsystems Technology Laboratories,Microsystems Technology Laboratories,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10000294.0,67.0,Microsystems Technology Laboratories,,,,D_MTL,Microsystems Technology Laboratory,01/08/16 01:03 AM
O10000604,10000604,Museum,DEPARTMENTS,10000604.0,HR-401811,401811.0,Museum,Museum,Museum,Associate Provost for the Arts,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000006.0,136.0,Associate Provost for the Arts,10000604.0,137.0,Museum,,,,D_MUSEUM,MIT Museum,01/08/16 01:03 AM
O10000636,10000636,Campus Activities Complex,DEPARTMENTS,10000636.0,HR-405500,405500.0,Campus Activities Complex,Campus Activities Complex,Campus Activities Complex,Dean for Student Life Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000012.0,140.0,Dean for Student Life Area,10002033.0,162.0,Enterprise Services Area,10002008.0,164.0,Campus Activities Complex Area,D_CAC,Campus Activities Complex,01/08/16 01:03 AM
O10000747,10000747,Religious Life,DEPARTMENTS,10000747.0,HR-442020,442020.0,Religious Life,Religious Life,Religious Life,Dean for Student Life Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000012.0,140.0,Dean for Student Life Area,10002859.0,151.0,Religious Life Area,10000747.0,152.0,Religious Life,D_CHAPLAINS,Chaplains,01/08/16 01:03 AM
O10002408,10002408,LL-Financial Services Department,SUB DEPARTMENT,10000581.0,HR-310000,310000.0,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000581.0,228.0,Lincoln Laboratory,10002408.0,245.0,LL-Financial Services Department,,,,D_LINCOLN,Lincoln Laboratory,01/08/16 01:03 AM
O10002409,10002409,LL-Facilities Services Department,SUB DEPARTMENT,10000581.0,HR-310000,310000.0,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000581.0,228.0,Lincoln Laboratory,10002409.0,246.0,LL-Facilities Services Department,,,,D_LINCOLN,Lincoln Laboratory,01/08/16 01:03 AM
O10002483,10002483,Concourse,DEPARTMENTS,10002483.0,HR-069600,69600.0,Concourse,Concourse,Concourse,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000013.0,182.0,Dean for Undergraduate Education Area,10002483.0,210.0,Concourse,,,,D_CONCOURSE,Concourse,01/08/16 01:03 AM
O10003083,10003083,Office of Experiential Learning,DEPARTMENTS,10003083.0,HR-446000,446000.0,Office of Experiential Learning,Office of Experiential Learning,Office of Experiential Learning,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000013.0,182.0,Dean for Undergraduate Education Area,10003083.0,193.0,Office of Experiential Learning,,,,D_OEL,Office of Experiential Learning,01/08/16 01:03 AM
O10000556,10000556,Aerospace Studies,DEPARTMENTS,10000556.0,HR-187100,187100.0,Aerospace Studies,Air Force Aerospace Studies,Air Force Aerospace Studies,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000013.0,182.0,Dean for Undergraduate Education Area,10000219.0,200.0,ROTC Programs,10000556.0,201.0,Aerospace Studies,D_ROTC,ROTC area,01/08/16 01:03 AM
O10000936,10000936,Computational & Systems Bio Initiative,DEPARTMENTS,10000936.0,HR-418000,418000.0,Computational & Systems Bio Initiative,Computational & Systems Biology Initiative,Computational & Systems Bio Initiative,Science Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000030.0,117.0,Science Area,10000936.0,135.0,Computational & Systems Bio Initiative,,,,D_CSBI,Computational and Systems Biology,01/08/16 01:03 AM
O10003183,10003183,Gordon Engineering Leadership Program,DEPARTMENTS,10003183.0,HR-061350,61350.0,Gordon Engineering Leadership Program,Gordon Engineering Leadership Program,Gordon Engineering Leadership Program,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10003183.0,38.0,Gordon Engineering Leadership Program,,,,D_GLP,Gordon Leadership Program,01/08/16 01:03 AM
O10003208,10003208,Office of Major Agreements,DEPARTMENTS,10003208.0,HR-404200,404200.0,Office of Major Agreements,Office of Major Agreements,Office of Major Agreements,Major Agreements Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10003583.0,345.0,Major Agreements Area,10003208.0,346.0,Office of Major Agreements,,,,D_OMA,Office of Major Agreements,01/08/16 01:03 AM
O10000933,10000933,Institute for Soldier Nanotechnologies,DEPARTMENTS,10000933.0,HR-417000,417000.0,Institute for Soldier Nanotechnologies,Institute for Soldier Nanotechnologies,Institute for Soldier Nanotechnologies,VP Research,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000032.0,281.0,VP Research,10000933.0,309.0,Institute for Soldier Nanotechnologies,,,,D_ISN,Institute for Soldier Nanotechnologies,01/08/16 01:03 AM
O10002635,10002635,Office of Faculty Support,DEPARTMENTS,10002635.0,HR-445000,445000.0,Office of Faculty Support,Office of Faculty Support,Office of Faculty Support,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000013.0,182.0,Dean for Undergraduate Education Area,10002635.0,216.0,Office of Faculty Support,,,,D_OFS,Office of Faculty Support,01/08/16 01:03 AM
O19999001,19999001,Long Term Disability Org Unit,NON HIERARCHY ORG UNITS,,,,,,,,,MIT-All,10000000.0,1.0,MIT-All,19999000.0,437.0,Other Org Units,19999001.0,441.0,Long Term Disability Org Unit,,,,,,,,,01/08/16 01:03 AM
O10005035,10005035,"ODL, Residential Education",DEPARTMENTS,10005035.0,HR-406109,406109.0,"ODL, Residential Education","ODL, Residential Education","ODL, Residential Education",Office of Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000025.0,247.0,Office of Provost Area,10004583.0,264.0,Digital Learning Area,10005083.0,267.0,ODL area,D_DL,Digital Learning,01/08/16 01:03 AM
O10000275,10000275,Program in Media Arts and Sciences,DEPARTMENTS,10000275.0,HR-036000,36000.0,Program in Media Arts and Sciences,Program in Media Arts and Sciences,Program in Media Arts and Sciences,Architecture & Planning Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000005.0,7.0,Architecture & Planning Area,10000275.0,23.0,Program in Media Arts and Sciences,,,,D_MAS,Media Arts & Sciences Program,01/08/16 01:03 AM
O10004485,10004485,Treasury,DEPARTMENTS,10004485.0,HR-422240,422240.0,Treasury,Treasury,Treasury,VP for Finance Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10003333.0,323.0,VP for Finance Area,10004485.0,334.0,Treasury,,,,D_CAS,Controller & Accounting Services,01/08/16 01:03 AM
O10004358,10004358,edX,DEPARTMENTS,10004358.0,HR-401818,401818.0,edX,edX,edX,Office of Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000025.0,247.0,Office of Provost Area,10004583.0,264.0,Digital Learning Area,10004358.0,266.0,edX,D_EDX,EDX,01/08/16 01:03 AM
O10000367,10000367,Linguistics & Philosophy,DEPARTMENTS,10000367.0,HR-094000,94000.0,Linguistics & Philosophy,Department of Linguistics and Philosophy,"Linguistics and Philosophy, Department of","Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000020.0,85.0,"Humanities, Arts, & Social Sciences Area",10000367.0,90.0,Linguistics & Philosophy,,,,D_L&P,Linguistics & Philosophy,01/08/16 01:03 AM
O10000934,10000934,"ODL, Ctr for Ed Computing Initiatives",DEPARTMENTS,10000934.0,HR-405140,405140.0,"ODL, Ctr for Ed Computing Initiatives","ODL, Center for Educational Computing Initiatives","ODL, Center for Educational Computing Initiatives",Office of Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000025.0,247.0,Office of Provost Area,10004583.0,264.0,Digital Learning Area,10005083.0,267.0,ODL area,D_CAES,Center for Advanced Educational Services,01/08/16 01:03 AM
O10000752,10000752,Dean of Science,DEPARTMENTS,10000752.0,HR-442500,442500.0,Dean of Science,Office of the Dean of Science,Dean of Science,Science Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000030.0,117.0,Science Area,10000752.0,134.0,Dean of Science,,,,D_DEANSCI,Dean Of Science,01/08/16 01:03 AM
O10000554,10000554,Leaders for Global Operations Program,DEPARTMENTS,10000554.0,HR-170000,170000.0,Leaders for Global Operations Program,Leaders for Global Operations Program,Leaders for Global Operations Program,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10000554.0,84.0,Leaders for Global Operations Program,,,,D_LGO,Leaders for Global Operations,01/08/16 01:03 AM
O10000276,10000276,"Program in Art, Culture and Technology",DEPARTMENTS,10000276.0,HR-038000,38000.0,"Program in Art, Culture and Technology","MIT Program in Art, Culture and Technology","MIT Program in Art, Culture and Technology",Architecture & Planning Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000005.0,7.0,Architecture & Planning Area,10000276.0,24.0,"Program in Art, Culture and Technology",,,,D_ACT,Program in Art Culture & Technology,01/08/16 01:03 AM
O10002008,10002008,Campus Activities Complex Area,ORGANIZATION LEVEL,,,,,,,Dean for Student Life Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000012.0,140.0,Dean for Student Life Area,10002033.0,162.0,Enterprise Services Area,10002008.0,164.0,Campus Activities Complex Area,,,01/08/16 01:03 AM
O10002734,10002734,"ODL, Strategic Education Initiatives",DEPARTMENTS,10002734.0,HR-447100,447100.0,"ODL, Strategic Education Initiatives","ODL, Strategic Education Initiatives",,Office of Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000025.0,247.0,Office of Provost Area,10004583.0,264.0,Digital Learning Area,10005083.0,267.0,ODL area,D_OEIT,"Office of Education, Innovation and Technology",01/08/16 01:03 AM
O10000327,10000327,Archaeology,DEPARTMENTS,10000327.0,HR-066100,66100.0,Archaeology,Department of Archaeology,"Archaeology, Department of",Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10000327.0,72.0,Archaeology,,,,D_ARCHAE,Archaeology,01/08/16 01:03 AM
O10000325,10000325,Materials Science and Engineering,DEPARTMENTS,10000325.0,HR-066000,66000.0,Materials Science and Engineering,Department of Materials Science and Engineering,"Materials Science and Engineering, Department of",Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10000325.0,61.0,Materials Science and Engineering,,,,D_DMSE,Dept Material Science and Engineering,01/08/16 01:03 AM
O10000014,10000014,Dean of Graduate Education,ORGANIZATION LEVEL,,,,,,,Dean of Graduate Education,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000014.0,219.0,Dean of Graduate Education,,,,,,,,,01/08/16 01:03 AM
O10000319,10000319,Chemical Engineering,DEPARTMENTS,10000319.0,HR-062000,62000.0,Chemical Engineering,Department of Chemical Engineering,"Chemical Engineering, Department of",Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10000319.0,58.0,Chemical Engineering,,,,D_CHEME,Chemical Engineering,01/08/16 01:03 AM
O10000920,10000920,Technology Review,DEPARTMENTS,10000920.0,HR-876000,876000.0,Technology Review,Technology Review,Technology Review,"Libraries, MIT Press, Tech Review",Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000022.0,221.0,"Libraries, MIT Press, Tech Review",10000920.0,227.0,Technology Review,,,,D_TECHREVIEW,Technology Review,01/08/16 01:03 AM
O10000929,10000929,Professional Institute,DEPARTMENTS,10000929.0,HR-061500,61500.0,Professional Institute,Professional Institute,Professional Institute,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10000954.0,26.0,Professional Education Programs Area,10000929.0,30.0,Professional Institute,D_PI,Professional Institute,01/08/16 01:03 AM
O10000917,10000917,Audio Visual Services,DEPARTMENTS,10000917.0,HR-874100,874100.0,Audio Visual Services,Audio Visual Services,Audio Visual Services,Dean for Student Life Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000012.0,140.0,Dean for Student Life Area,10002033.0,162.0,Enterprise Services Area,10000917.0,167.0,Audio Visual Services,D_AVS,Audiovisual Services,01/08/16 01:03 AM
O10003934,10003934,MS Real Estate Development Program,DEPARTMENTS,10003934.0,HR-033010,33010.0,MS Real Estate Development Program,MS Real Estate Development Program,,Architecture & Planning Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000005.0,7.0,Architecture & Planning Area,10003933.0,9.0,Center for Real Estate Area,10003934.0,10.0,MS Real Estate Development Program,D_CRE,Center for Real Estate,01/08/16 01:03 AM
O10003489,10003489,Office of Insurance,DEPARTMENTS,10003489.0,HR-407035,407035.0,Office of Insurance,Office of Insurance,Office of Insurance,Major Agreements Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10003583.0,345.0,Major Agreements Area,10003489.0,347.0,Office of Insurance,,,,D_OMA,Office of Major Agreements,01/08/16 01:03 AM
O10000768,10000768,Student Financial Services,DEPARTMENTS,10000768.0,HR-449000,449000.0,Student Financial Services,Student Financial Services,Student Financial Services,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000013.0,182.0,Dean for Undergraduate Education Area,10002808.0,186.0,Student Financial Services Area,10000768.0,188.0,Student Financial Services,D_SFS,Student Financial Services,01/08/16 01:03 AM
O10000953,10000953,LL-ISR & Tactical Systems,SUB DEPARTMENT,10000581.0,HR-310000,310000.0,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000581.0,228.0,Lincoln Laboratory,10000953.0,241.0,LL-ISR & Tactical Systems,,,,D_LINCOLN,Lincoln Laboratory,01/08/16 01:03 AM
O10004084,10004084,Abdul Latif Jameel Poverty Action Lab,DEPARTMENTS,10004084.0,HR-091020,91020.0,Abdul Latif Jameel Poverty Action Lab,Abdul Latif Jameel Poverty Action Lab,Abdul Latif Jameel Poverty Action Lab,"Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000020.0,85.0,"Humanities, Arts, & Social Sciences Area",10004108.0,103.0,Economics Area,10004084.0,105.0,Abdul Latif Jameel Poverty Action Lab,D_ECO,Economics,01/08/16 01:03 AM
O10003158,10003158,Legatum Center for Dev Entrepreneurship,DEPARTMENTS,10003158.0,HR-030020,30020.0,Legatum Center for Dev Entrepreneurship,Legatum Center for Dev Entrepreneurship,Legatum Center for Development Entrepreneurship,Architecture & Planning Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000005.0,7.0,Architecture & Planning Area,10003158.0,8.0,Legatum Center for Dev Entrepreneurship,,,,D_DEANARCH,Dean of Architecture,01/08/16 01:03 AM
O10004384,10004384,MIT Program in Women's & Gender Studies,DEPARTMENTS,10004384.0,HR-090010,90010.0,MIT Program in Women's & Gender Studies,MIT Program in Women's and Gender Studies,,"Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000020.0,85.0,"Humanities, Arts, & Social Sciences Area",10004383.0,106.0,SHASS area,10004384.0,108.0,MIT Program in Women's & Gender Studies,D_CMS,Comparative Media Studies/Writing,01/08/16 01:03 AM
O10000296,10000296,System Design and Management Program,DEPARTMENTS,10000296.0,HR-060800,60800.0,System Design and Management Program,System Design and Management,System Design and Management Program,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10000296.0,68.0,System Design and Management Program,,,,D_SDM,Systems Design & Management,01/08/16 01:03 AM
O10000356,10000356,Technology and Policy Program,DEPARTMENTS,10000356.0,HR-069900,69900.0,Technology and Policy Program,Technology and Policy Program,Technology and Policy Program,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10000356.0,83.0,Technology and Policy Program,,,,D_TPP,Technology & Policy Program,01/08/16 01:03 AM
O10000698,10000698,Audit Division,DEPARTMENTS,10000698.0,HR-423000,423000.0,Audit Division,Audit Division,Audit Division,Executive Vice President Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10000698.0,423.0,Audit Division,,,,,,,D_AUDIT,Audit Division,01/08/16 01:03 AM
O10000368,10000368,Political Science,DEPARTMENTS,10000368.0,HR-095500,95500.0,Political Science,Department of Political Science,"Political Science, Department of","Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000020.0,85.0,"Humanities, Arts, & Social Sciences Area",10000368.0,91.0,Political Science,,,,D_POLSCI,Political Science,01/08/16 01:03 AM
O10000363,10000363,History Section,DEPARTMENTS,10000363.0,HR-093400,93400.0,History Section,History Section,History Section,"Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000020.0,85.0,"Humanities, Arts, & Social Sciences Area",10000363.0,87.0,History Section,,,,D_HISTORY,History,01/08/16 01:03 AM
O10000621,10000621,"HQ, Information Systems & Technology",DEPARTMENTS,10000621.0,HR-404400,404400.0,"HQ, Information Systems & Technology","HQ, Information Systems & Technology","HQ, Information Systems & Technology",VP for Info Services & Technology Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10002058.0,396.0,VP for Info Services & Technology Area,10000194.0,397.0,Information Systems Area,10000621.0,399.0,"HQ, Information Systems & Technology",D_IS&T,Information Services and Technology,01/08/16 01:03 AM
O10000699,10000699,Lincoln Fiscal Office,DEPARTMENTS,10000581.0,HR-310000,310000.0,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000581.0,228.0,Lincoln Laboratory,10000699.0,229.0,Lincoln Fiscal Office,,,,D_LINCOLN,Lincoln Laboratory,01/08/16 01:03 AM
O10002883,10002883,Student Leadership Development,DEPARTMENTS,10002883.0,HR-441500,441500.0,Student Leadership Development,Student Leadership Development,Student Leadership Development,Dean for Student Life Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000012.0,140.0,Dean for Student Life Area,10002858.0,144.0,Student Development Area,10002883.0,147.0,Student Leadership Development,D_SLP,Student Life Programs,01/08/16 01:03 AM
O19999003,19999003,Whitehead Institute,,,,,,,,,,MIT-All,10000000.0,1.0,MIT-All,19999000.0,437.0,Other Org Units,19999002.0,442.0,Affiliated Organizations,19999003.0,443.0,Whitehead Institute,,,,,,01/08/16 01:03 AM
O10000729,10000729,Student Support Services,DEPARTMENTS,10000729.0,HR-441200,441200.0,Student Support Services,Student Support Services,Student Support Services,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000013.0,182.0,Dean for Undergraduate Education Area,10000729.0,211.0,Student Support Services,,,,D_SSS,Student Support Services,01/08/16 01:03 AM
O10000599,10000599,Chancellor's Office,DEPARTMENTS,10000599.0,HR-401500,401500.0,Chancellor's Office,Chancellor's Office,Chancellor's Office,Chancellor's Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10003358.0,3.0,Chancellor's Area,10000599.0,6.0,Chancellor's Office,,,,D_CHANCELLOR,Chancellor's Office,01/08/16 01:03 AM
O10000946,10000946,LL-Administrative Services Department,SUB DEPARTMENT,10000581.0,HR-310000,310000.0,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000581.0,228.0,Lincoln Laboratory,10000946.0,234.0,LL-Administrative Services Department,,,,D_LINCOLN,Lincoln Laboratory,01/08/16 01:03 AM
O10001980,10001980,LL-Director's Office,SUB DEPARTMENT,10000581.0,HR-310000,310000.0,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000581.0,228.0,Lincoln Laboratory,10001980.0,233.0,LL-Director's Office,,,,D_LINCOLN,Lincoln Laboratory,01/08/16 01:03 AM
O10003108,10003108,LL-Contracting Services Department,SUB DEPARTMENT,10000581.0,HR-310000,310000.0,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000581.0,228.0,Lincoln Laboratory,10003108.0,231.0,LL-Contracting Services Department,,,,D_LINCOLN,Lincoln Laboratory,01/08/16 01:03 AM
O10003609,10003609,HyperStudio,DEPARTMENTS,10003609.0,HR-093301,93301.0,HyperStudio,HyperStudio,HyperStudio,"Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000020.0,85.0,"Humanities, Arts, & Social Sciences Area",10003609.0,102.0,HyperStudio,,,,D_DHSS,Dean of Humanities & Social Sciences,01/08/16 01:03 AM
