Hr Org Unit Key,Hr Org Unit Id,Hr Org Unit Title,Hr Org Unit Level,Hr Department Id,Hr Department Code,Hr Department Code Old,Hr Department Name,Hr Department Name Long,Hr Department Name Alpha,Org Hier School Area Name,Org Hier Top Level Name,Org Hier Root Name,Hr Org Level1 Id,Hr Org Level1 Sort,Hr Org Level1 Name,Hr Org Level2 Id,Hr Org Level2 Sort,Hr Org Level2 Name,Hr Org Level3 Id,Hr Org Level3 Sort,Hr Org Level3 Name,Hr Org Level4 Id,Hr Org Level4 Sort,Hr Org Level4 Name,Hr Org Level5 Id,Hr Org Level5 Sort,Hr Org Level5 Name,Dlc Key,Warehouse Load Date
O10000356,10000356,Technology and Policy Program,DEPARTMENTS,10000356,HR-069900,069900,Technology and Policy Program,Technology and Policy Program,Technology and Policy Program,Engineering Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000018,25.00,Engineering Area,10000356,83.00,Technology and Policy Program,"","","",D_TPP,01/08/16 01:03 AM
O10000615,10000615,Secretary of the Corporation,DEPARTMENTS,10000615,HR-402500,402500,Secretary of the Corporation,Secretary of the Corporation,Secretary of the Corporation,VP & Secretary of Corp Area,President & Chairman of the Corporation,MIT-All,10000000,1.00,MIT-All,10000003,425.00,President & Chairman of the Corporation,10000256,426.00,VP & Secretary of Corp Area,10000615,427.00,Secretary of the Corporation,"","","",D_VP_SEC_CORP,01/08/16 01:03 AM
O10000624,10000624,Center for Advanced Educational Services,DEPARTMENTS,10000624,HR-405100,405100,Center for Advanced Educational Services,Center for Advanced Educational Services,Center for Advanced Educational Services,Office of Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000025,247.00,Office of Provost Area,10000624,261.00,Center for Advanced Educational Services,"","","",D_CAES,01/08/16 01:03 AM
O10000641,10000641,Parking and Transportation Office,DEPARTMENTS,10000641,HR-405900,405900,Parking and Transportation Office,Parking and Transportation Office,Parking and Transportation Office,MIT Department of Facilities area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10004934,361.00,MIT Department of Facilities area,10002458,362.00,Campus Services area,10000641,372.00,Parking and Transportation Office,D_PARKING,01/08/16 01:03 AM
O10000361,10000361,Anthropology Program,DEPARTMENTS,10000361,HR-093200,093200,Anthropology Program,Anthropology Program,Anthropology Program,"Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000020,85.00,"Humanities, Arts, & Social Sciences Area",10000361,86.00,Anthropology Program,"","","",D_ANTHRO,01/08/16 01:03 AM
O10000364,10000364,Literature Section,DEPARTMENTS,10000364,HR-093600,093600,Literature Section,Literature Section,Literature Section,"Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000020,85.00,"Humanities, Arts, & Social Sciences Area",10003233,97.00,Literature Area,10000364,98.00,Literature Section,D_LIT,01/08/16 01:03 AM
O10000370,10000370,"Prog in Science, Technology, & Society",DEPARTMENTS,10000370,HR-097000,097000,"Prog in Science, Technology, & Society","Program in Science, Technology, and Society","Program in Science, Technology, and Society","Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000020,85.00,"Humanities, Arts, & Social Sciences Area",10000370,92.00,"Prog in Science, Technology, & Society","","","",D_STS,01/08/16 01:03 AM
O10000405,10000405,Center for Information Systems Research,DEPARTMENTS,10000405,HR-121930,121930,Center for Information Systems Research,Center for Information Systems Research,Center for Information Systems Research,Sloan School of Management Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000031,109.00,Sloan School of Management Area,10000405,113.00,Center for Information Systems Research,"","","",D_SLOAN,01/08/16 01:03 AM
O10000590,10000590,Office of Sponsored Programs,DEPARTMENTS,10000590,HR-391000,391000,Office of Sponsored Programs,Office of Sponsored Programs,Office of Sponsored Programs,VP Research,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000032,281.00,VP Research,10000590,302.00,Office of Sponsored Programs,"","","",D_OSP,01/08/16 01:03 AM
O10000591,10000591,"Environment, Health & Safety Office",DEPARTMENTS,10000591,HR-392000,392000,"Environment, Health & Safety Office","Office of Environment, Health & Safety","Environment, Health & Safety, Office of",EHS Headquarters Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10002908,319.00,EHS Headquarters Area,10000591,320.00,"Environment, Health & Safety Office","","","",D_EHSO,01/08/16 01:03 AM
O10000594,10000594,Cambridge-MIT Institute,DEPARTMENTS,10000594,HR-400900,400900,Cambridge-MIT Institute,Cambridge-MIT Institute,Cambridge-MIT Institute,Office of Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000025,247.00,Office of Provost Area,10000218,248.00,Provost Office,10000594,249.00,Cambridge-MIT Institute,D_CMI,01/08/16 01:03 AM
O10000595,10000595,Office of the President,DEPARTMENTS,10000595,HR-401000,401000,Office of the President,Office of the President,Office of the President,President & Chairman of the Corporation,President & Chairman of the Corporation,MIT-All,10000000,1.00,MIT-All,10000003,425.00,President & Chairman of the Corporation,10000595,433.00,Office of the President,"","","","","","",D_PRESIDENT,01/08/16 01:03 AM
O10000599,10000599,Chancellor's Office,DEPARTMENTS,10000599,HR-401500,401500,Chancellor's Office,Chancellor's Office,Chancellor's Office,Chancellor's Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10003358,3.00,Chancellor's Area,10000599,6.00,Chancellor's Office,"","","",D_CHANCELLOR,01/08/16 01:03 AM
O10000603,10000603,Office of the Provost,DEPARTMENTS,10000603,HR-401800,401800,Office of the Provost,Office of the Provost,Office of the Provost,Office of Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000025,247.00,Office of Provost Area,10000218,248.00,Provost Office,10000603,251.00,Office of the Provost,D_PROVOST,01/08/16 01:03 AM
O10000605,10000605,List Visual Arts Center,DEPARTMENTS,10000605,HR-401812,401812,List Visual Arts Center,List Visual Arts Center,List Visual Arts Center,Associate Provost for the Arts,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000006,136.00,Associate Provost for the Arts,10000605,138.00,List Visual Arts Center,"","","",D_LVA,01/08/16 01:03 AM
O10000929,10000929,Professional Institute,DEPARTMENTS,10000929,HR-061500,061500,Professional Institute,Professional Institute,Professional Institute,Engineering Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000018,25.00,Engineering Area,10000954,26.00,Professional Education Programs Area,10000929,30.00,Professional Institute,D_PI,01/08/16 01:03 AM
O10000930,10000930,TIE,DEPARTMENTS,10000930,HR-061600,061600,TIE,TIE,TIE,Engineering Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000018,25.00,Engineering Area,10000930,55.00,TIE,"","","",D_TIE,01/08/16 01:03 AM
O10000934,10000934,"ODL, Ctr for Ed Computing Initiatives",DEPARTMENTS,10000934,HR-405140,405140,"ODL, Ctr for Ed Computing Initiatives","ODL, Center for Educational Computing Initiatives","ODL, Center for Educational Computing Initiatives",Office of Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000025,247.00,Office of Provost Area,10004583,264.00,Digital Learning Area,10005083,267.00,ODL area,D_CAES,01/08/16 01:03 AM
O10000946,10000946,LL-Administrative Services Department,SUB DEPARTMENT,10000581,HR-310000,310000,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000581,228.00,Lincoln Laboratory,10000946,234.00,LL-Administrative Services Department,"","","","",01/08/16 01:03 AM
O10000947,10000947,LL-Air & Missile Defense Technology,SUB DEPARTMENT,10000581,HR-310000,310000,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000581,228.00,Lincoln Laboratory,10000947,235.00,LL-Air & Missile Defense Technology,"","","","",01/08/16 01:03 AM
O10000949,10000949,LL-Communication Systems,SUB DEPARTMENT,10000581,HR-310000,310000,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000581,228.00,Lincoln Laboratory,10000949,237.00,LL-Communication Systems,"","","","",01/08/16 01:03 AM
O10000951,10000951,LL-Advanced Technology,SUB DEPARTMENT,10000581,HR-310000,310000,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000581,228.00,Lincoln Laboratory,10000951,239.00,LL-Advanced Technology,"","","","",01/08/16 01:03 AM
O10000955,10000955,MIT Professional Education,DEPARTMENTS,10000955,HR-061800,061800,MIT Professional Education,MIT Professional Education,MIT Professional Education,Engineering Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000018,25.00,Engineering Area,10000954,26.00,Professional Education Programs Area,10000955,27.00,MIT Professional Education,D_PEP,01/08/16 01:03 AM
O10000957,10000957,Comp Sci & Artificial Intelligence Lab,DEPARTMENTS,10000957,HR-067900,067900,Comp Sci & Artificial Intelligence Lab,Computer Science & Artificial Intelligence Lab,"",VP Research,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000032,281.00,VP Research,10003985,287.00,CSAIL Area,10000957,288.00,Comp Sci & Artificial Intelligence Lab,D_CSAIL,01/08/16 01:03 AM
O10000959,10000959,HR-EMPREL,DEPARTMENTS,10000959,HR-409010,409010,HR-EMPREL,HR-EMPREL,HR-EMPREL,VP for Human Resources Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10000033,391.00,VP for Human Resources Area,10000959,394.00,HR-EMPREL,"","","",D_HR,01/08/16 01:03 AM
O10002008,10002008,Campus Activities Complex Area,ORGANIZATION LEVEL,"","","","","","",Dean for Student Life Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000012,140.00,Dean for Student Life Area,10002033,162.00,Enterprise Services Area,10002008,164.00,Campus Activities Complex Area,"",01/08/16 01:03 AM
O10002058,10002058,VP for Info Services & Technology Area,ORGANIZATION LEVEL,"","","","","","",VP for Info Services & Technology Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10002058,396.00,VP for Info Services & Technology Area,"","","","","","","",01/08/16 01:03 AM
O10002108,10002108,Environmental Health & Safety Mgmt Sys,DEPARTMENTS,10002108,HR-392200,392200,Environmental Health & Safety Mgmt Sys,Environmental Health and Safety Management Systems,Environmental Health & Safety Mgmt Sys,Executive Vice President Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10002108,318.00,Environmental Health & Safety Mgmt Sys,"","","","","","",D_EHSO,01/08/16 01:03 AM
O10002134,10002134,LL-Human Resources Department,SUB DEPARTMENT,10000581,HR-310000,310000,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000581,228.00,Lincoln Laboratory,10002134,244.00,LL-Human Resources Department,"","","","",01/08/16 01:03 AM
O10002159,10002159,Student Accounts Office (old),DEPARTMENTS,10002159,HR-427100,427100,Student Accounts Office (old),Student Accounts Office (old),Student Accounts Office (old),Dean for Undergraduate Education Area,Dean for Undergraduate Education Area,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002160,10002160,Edgerton Center (old),DEPARTMENTS,10002160,HR-064020,064020,Edgerton Center (old),Edgerton Center (old),Edgerton Center (old),Engineering Area,Engineering Area,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002164,10002164,Artificial Intelligence Laboratory (old),DEPARTMENTS,10002164,HR-260300,260300,Artificial Intelligence Laboratory (old),Artificial Intelligence Laboratory (old),Artificial Intelligence Laboratory (old),Engineering Area,Engineering Area,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002183,10002183,Environmental Medical Service (old),DEPARTMENTS,10002183,HR-392100,392100,Environmental Medical Service (old),Environmental Medical Service (old),Environmental Medical Service (old),Executive Vice President Area,Executive Vice President Area,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002184,10002184,Radioactivity Center (old),DEPARTMENTS,10002184,HR-392180,392180,Radioactivity Center (old),Radioactivity Center (old),Radioactivity Center (old),Executive Vice President Area,Executive Vice President Area,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002189,10002189,Center for International Studies (old),DEPARTMENTS,10002189,HR-099100,099100,Center for International Studies (old),Center for International Studies (old),Center for International Studies (old),"Humanities, Arts, & Social Sciences Area","Humanities, Arts, & Social Sciences Area",MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002191,10002191,Telecommunications Systems (old),DEPARTMENTS,10002191,HR-404900,404900,Telecommunications Systems (old),Telecommunications Systems (old),Telecommunications Systems (old),Information Systems Area,Information Systems Area,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002192,10002192,Environmental Medical Service (old),DEPARTMENTS,10002192,HR-392060,392060,Environmental Medical Service (old),Environmental Medical Service (old),Environmental Medical Service (old),President & Chairman of the Corporation,President & Chairman of the Corporation,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002196,10002196,Cell Culture Center (old),DEPARTMENTS,10002196,HR-260800,260800,Cell Culture Center (old),Cell Culture Center (old),Cell Culture Center (old),Provost Area,Provost Area,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002201,10002201,Development Office (old),DEPARTMENTS,10002201,HR-403000,403000,Development Office (old),Development Office (old),Development Office (old),Office VP Resource Development,Office VP Resource Development,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002202,10002202,Development Office (old),DEPARTMENTS,10002202,HR-411010,411010,Development Office (old),Development Office (old),Development Office (old),Office VP Resource Development,Office VP Resource Development,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002205,10002205,MIT Associates (old),DEPARTMENTS,10002205,HR-493100,493100,MIT Associates (old),MIT Associates (old),MIT Associates (old),Office VP Resource Development,Office VP Resource Development,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002206,10002206,Brain and Cognitive Sciences (old),DEPARTMENTS,10002206,HR-162000,162000,Brain and Cognitive Sciences (old),Brain and Cognitive Sciences (old),Brain and Cognitive Sciences (old),VP Research,VP Research,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002210,10002210,Center Matl Rsc in Arch & Ethnology(old),DEPARTMENTS,10002210,HR-401830,401830,Center Matl Rsc in Arch & Ethnology(old),Center Matl Rsc in Arch & Ethnology(old),Center Matl Rsc in Arch & Ethnology(old),VP Research,VP Research,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002233,10002233,Neurosciences Research Program (old),DEPARTMENTS,10002233,HR-151600,151600,Neurosciences Research Program (old),Neurosciences Research Program (old),Neurosciences Research Program (old),Science Area,Science Area,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002234,10002234,Spectroscopy Laboratory (old),DEPARTMENTS,10002234,HR-158030,158030,Spectroscopy Laboratory (old),Spectroscopy Laboratory (old),Spectroscopy Laboratory (old),Science Area,Science Area,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002235,10002235,Statistics Center (old),DEPARTMENTS,10002235,HR-159200,159200,Statistics Center (old),Statistics Center (old),Statistics Center (old),Science Area,Science Area,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002239,10002239,Spectroscopy Laboratory (old),DEPARTMENTS,10002239,HR-247500,247500,Spectroscopy Laboratory (old),Spectroscopy Laboratory (old),Spectroscopy Laboratory (old),Science Area,Science Area,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002241,10002241,Center for Coordination Science (old),DEPARTMENTS,10002241,HR-121700,121700,Center for Coordination Science (old),Center for Coordination Science (old),Center for Coordination Science (old),Sloan School of Management Area,Sloan School of Management Area,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002308,10002308,HASTS-PHD Program,DEPARTMENTS,10002308,HR-097050,097050,HASTS-PHD Program,HASTS-PHD Program,HASTS-PHD Program,"Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000020,85.00,"Humanities, Arts, & Social Sciences Area",10002308,95.00,HASTS-PHD Program,"","","",D_STS,01/08/16 01:03 AM
O10002333,10002333,Dept Heads Vice President for Research,DEPARTMENTS,10002333,HR-401861,401861,Dept Heads Vice President for Research,Office of the Vice President for Research,Dept Heads Vice President for Research,VP Research,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000032,281.00,VP Research,10002333,297.00,Dept Heads Vice President for Research,"","","",D_VPRES_DEPTHD,01/08/16 01:03 AM
O10002408,10002408,LL-Financial Services Department,SUB DEPARTMENT,10000581,HR-310000,310000,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000581,228.00,Lincoln Laboratory,10002408,245.00,LL-Financial Services Department,"","","","",01/08/16 01:03 AM
O10002433,10002433,Center for Biomedical Innovation,DEPARTMENTS,10002433,HR-430000,430000,Center for Biomedical Innovation,Center for Biomedical Innovation,"Biomedical Innovation, The Center for",Engineering Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000018,25.00,Engineering Area,10002433,34.00,Center for Biomedical Innovation,"","","",D_CBI,01/08/16 01:03 AM
O10002458,10002458,Campus Services area,ORGANIZATION LEVEL,"","","","","","",MIT Department of Facilities area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10004934,361.00,MIT Department of Facilities area,10002458,362.00,Campus Services area,"","","","",01/08/16 01:03 AM
