Srid,Coord Ref Sys Name,Coord Sys Id,Source Geog Srid,Projection Conv Id,Information Source,Data Source
"2,628",Pulkovo 1942 / 3-degree Gauss-Kruger CM 156E,"4,530","4,284","16,182",EPSG,EPSG
"2,629",Pulkovo 1942 / 3-degree Gauss-Kruger CM 159E,"4,530","4,284","16,183",EPSG,EPSG
"2,630",Pulkovo 1942 / 3-degree Gauss-Kruger CM 162E,"4,530","4,284","16,184",EPSG,EPSG
"2,631",Pulkovo 1942 / 3-degree Gauss-Kruger CM 165E,"4,530","4,284","16,185",EPSG,EPSG
"2,632",Pulkovo 1942 / 3-degree Gauss-Kruger CM 168E,"4,530","4,284","16,186",EPSG,EPSG
"2,633",Pulkovo 1942 / 3-degree Gauss-Kruger CM 171E,"4,530","4,284","16,187",EPSG,EPSG
"2,634",Pulkovo 1942 / 3-degree Gauss-Kruger CM 174E,"4,530","4,284","16,188",EPSG,EPSG
"2,635",Pulkovo 1942 / 3-degree Gauss-Kruger CM 177E,"4,530","4,284","16,189",EPSG,EPSG
"2,636",Pulkovo 1942 / 3-degree Gauss-Kruger CM 180E,"4,530","4,284","16,190",EPSG,EPSG
"2,637",Pulkovo 1942 / 3-degree Gauss-Kruger CM 177W,"4,530","4,284","16,191",EPSG,EPSG
"2,638",Pulkovo 1942 / 3-degree Gauss-Kruger CM 174W,"4,530","4,284","16,192",EPSG,EPSG
"2,639",Pulkovo 1942 / 3-degree Gauss-Kruger CM 171W,"4,530","4,284","16,193",EPSG,EPSG
"2,640",Pulkovo 1942 / 3-degree Gauss-Kruger CM 168W,"4,530","4,284","16,194",EPSG,EPSG
"2,641",Pulkovo 1995 / 3-degree Gauss-Kruger zone 7,"4,530","4,200","16,267",EPSG,EPSG
"2,642",Pulkovo 1995 / 3-degree Gauss-Kruger zone 8,"4,530","4,200","16,268",EPSG,EPSG
"2,643",Pulkovo 1995 / 3-degree Gauss-Kruger zone 9,"4,530","4,200","16,269",EPSG,EPSG
"2,644",Pulkovo 1995 / 3-degree Gauss-Kruger zone 10,"4,530","4,200","16,270",EPSG,EPSG
"2,645",Pulkovo 1995 / 3-degree Gauss-Kruger zone 11,"4,530","4,200","16,271",EPSG,EPSG
"2,646",Pulkovo 1995 / 3-degree Gauss-Kruger zone 12,"4,530","4,200","16,272",EPSG,EPSG
"2,647",Pulkovo 1995 / 3-degree Gauss-Kruger zone 13,"4,530","4,200","16,273",EPSG,EPSG
"2,648",Pulkovo 1995 / 3-degree Gauss-Kruger zone 14,"4,530","4,200","16,274",EPSG,EPSG
"2,649",Pulkovo 1995 / 3-degree Gauss-Kruger zone 15,"4,530","4,200","16,275",EPSG,EPSG
"2,650",Pulkovo 1995 / 3-degree Gauss-Kruger zone 16,"4,530","4,200","16,276",EPSG,EPSG
"2,651",Pulkovo 1995 / 3-degree Gauss-Kruger zone 17,"4,530","4,200","16,277",EPSG,EPSG
"2,652",Pulkovo 1995 / 3-degree Gauss-Kruger zone 18,"4,530","4,200","16,278",EPSG,EPSG
"2,653",Pulkovo 1995 / 3-degree Gauss-Kruger zone 19,"4,530","4,200","16,279",EPSG,EPSG
"2,654",Pulkovo 1995 / 3-degree Gauss-Kruger zone 20,"4,530","4,200","16,280",EPSG,EPSG
"2,655",Pulkovo 1995 / 3-degree Gauss-Kruger zone 21,"4,530","4,200","16,281",EPSG,EPSG
"2,656",Pulkovo 1995 / 3-degree Gauss-Kruger zone 22,"4,530","4,200","16,282",EPSG,EPSG
"2,657",Pulkovo 1995 / 3-degree Gauss-Kruger zone 23,"4,530","4,200","16,283",EPSG,EPSG
"2,658",Pulkovo 1995 / 3-degree Gauss-Kruger zone 24,"4,530","4,200","16,284",EPSG,EPSG
"2,659",Pulkovo 1995 / 3-degree Gauss-Kruger zone 25,"4,530","4,200","16,285",EPSG,EPSG
"2,660",Pulkovo 1995 / 3-degree Gauss-Kruger zone 26,"4,530","4,200","16,286",EPSG,EPSG
"2,661",Pulkovo 1995 / 3-degree Gauss-Kruger zone 27,"4,530","4,200","16,287",EPSG,EPSG
"2,662",Pulkovo 1995 / 3-degree Gauss-Kruger zone 28,"4,530","4,200","16,288",EPSG,EPSG
"2,663",Pulkovo 1995 / 3-degree Gauss-Kruger zone 29,"4,530","4,200","16,289",EPSG,EPSG
"2,664",Pulkovo 1995 / 3-degree Gauss-Kruger zone 30,"4,530","4,200","16,290",EPSG,EPSG
"2,665",Pulkovo 1995 / 3-degree Gauss-Kruger zone 31,"4,530","4,200","16,291",EPSG,EPSG
"2,666",Pulkovo 1995 / 3-degree Gauss-Kruger zone 32,"4,530","4,200","16,292",EPSG,EPSG
"2,667",Pulkovo 1995 / 3-degree Gauss-Kruger zone 33,"4,530","4,200","16,293",EPSG,EPSG
"2,668",Pulkovo 1995 / 3-degree Gauss-Kruger zone 34,"4,530","4,200","16,294",EPSG,EPSG
"2,669",Pulkovo 1995 / 3-degree Gauss-Kruger zone 35,"4,530","4,200","16,295",EPSG,EPSG
"2,670",Pulkovo 1995 / 3-degree Gauss-Kruger zone 36,"4,530","4,200","16,296",EPSG,EPSG
"2,671",Pulkovo 1995 / 3-degree Gauss-Kruger zone 37,"4,530","4,200","16,297",EPSG,EPSG
"2,672",Pulkovo 1995 / 3-degree Gauss-Kruger zone 38,"4,530","4,200","16,298",EPSG,EPSG
"2,673",Pulkovo 1995 / 3-degree Gauss-Kruger zone 39,"4,530","4,200","16,299",EPSG,EPSG
"2,674",Pulkovo 1995 / 3-degree Gauss-Kruger zone 40,"4,530","4,200","16,070",EPSG,EPSG
"2,675",Pulkovo 1995 / 3-degree Gauss-Kruger zone 41,"4,530","4,200","16,071",EPSG,EPSG
"2,676",Pulkovo 1995 / 3-degree Gauss-Kruger zone 42,"4,530","4,200","16,072",EPSG,EPSG
"2,677",Pulkovo 1995 / 3-degree Gauss-Kruger zone 43,"4,530","4,200","16,073",EPSG,EPSG
"2,678",Pulkovo 1995 / 3-degree Gauss-Kruger zone 44,"4,530","4,200","16,074",EPSG,EPSG
"2,679",Pulkovo 1995 / 3-degree Gauss-Kruger zone 45,"4,530","4,200","16,075",EPSG,EPSG
"2,680",Pulkovo 1995 / 3-degree Gauss-Kruger zone 46,"4,530","4,200","16,076",EPSG,EPSG
"2,681",Pulkovo 1995 / 3-degree Gauss-Kruger zone 47,"4,530","4,200","16,077",EPSG,EPSG
"2,682",Pulkovo 1995 / 3-degree Gauss-Kruger zone 48,"4,530","4,200","16,078",EPSG,EPSG
"2,683",Pulkovo 1995 / 3-degree Gauss-Kruger zone 49,"4,530","4,200","16,079",EPSG,EPSG
"2,684",Pulkovo 1995 / 3-degree Gauss-Kruger zone 50,"4,530","4,200","16,080",EPSG,EPSG
"2,685",Pulkovo 1995 / 3-degree Gauss-Kruger zone 51,"4,530","4,200","16,081",EPSG,EPSG
"2,686",Pulkovo 1995 / 3-degree Gauss-Kruger zone 52,"4,530","4,200","16,082",EPSG,EPSG
"2,687",Pulkovo 1995 / 3-degree Gauss-Kruger zone 53,"4,530","4,200","16,083",EPSG,EPSG
"2,688",Pulkovo 1995 / 3-degree Gauss-Kruger zone 54,"4,530","4,200","16,084",EPSG,EPSG
"2,689",Pulkovo 1995 / 3-degree Gauss-Kruger zone 55,"4,530","4,200","16,085",EPSG,EPSG
"2,690",Pulkovo 1995 / 3-degree Gauss-Kruger zone 56,"4,530","4,200","16,086",EPSG,EPSG
"2,691",Pulkovo 1995 / 3-degree Gauss-Kruger zone 57,"4,530","4,200","16,087",EPSG,EPSG
"2,692",Pulkovo 1995 / 3-degree Gauss-Kruger zone 58,"4,530","4,200","16,088",EPSG,EPSG
"2,693",Pulkovo 1995 / 3-degree Gauss-Kruger zone 59,"4,530","4,200","16,089",EPSG,EPSG
"2,694",Pulkovo 1995 / 3-degree Gauss-Kruger zone 60,"4,530","4,200","16,090",EPSG,EPSG
"2,695",Pulkovo 1995 / 3-degree Gauss-Kruger zone 61,"4,530","4,200","16,091",EPSG,EPSG
"2,696",Pulkovo 1995 / 3-degree Gauss-Kruger zone 62,"4,530","4,200","16,092",EPSG,EPSG
"2,697",Pulkovo 1995 / 3-degree Gauss-Kruger zone 63,"4,530","4,200","16,093",EPSG,EPSG
"2,698",Pulkovo 1995 / 3-degree Gauss-Kruger zone 64,"4,530","4,200","16,094",EPSG,EPSG
"2,699",Pulkovo 1995 / 3-degree Gauss-Kruger CM 21E,"4,530","4,200","16,367",EPSG,EPSG
"2,700",Pulkovo 1995 / 3-degree Gauss-Kruger CM 24E,"4,530","4,200","16,368",EPSG,EPSG
"2,701",Pulkovo 1995 / 3-degree Gauss-Kruger CM 27E,"4,530","4,200","16,369",EPSG,EPSG
"2,702",Pulkovo 1995 / 3-degree Gauss-Kruger CM 30E,"4,530","4,200","16,370",EPSG,EPSG
"2,703",Pulkovo 1995 / 3-degree Gauss-Kruger CM 33E,"4,530","4,200","16,371",EPSG,EPSG
"2,704",Pulkovo 1995 / 3-degree Gauss-Kruger CM 36E,"4,530","4,200","16,372",EPSG,EPSG
"2,705",Pulkovo 1995 / 3-degree Gauss-Kruger CM 39E,"4,530","4,200","16,373",EPSG,EPSG
"2,706",Pulkovo 1995 / 3-degree Gauss-Kruger CM 42E,"4,530","4,200","16,374",EPSG,EPSG
"2,707",Pulkovo 1995 / 3-degree Gauss-Kruger CM 45E,"4,530","4,200","16,375",EPSG,EPSG
"2,708",Pulkovo 1995 / 3-degree Gauss-Kruger CM 48E,"4,530","4,200","16,376",EPSG,EPSG
"2,709",Pulkovo 1995 / 3-degree Gauss-Kruger CM 51E,"4,530","4,200","16,377",EPSG,EPSG
"2,710",Pulkovo 1995 / 3-degree Gauss-Kruger CM 54E,"4,530","4,200","16,378",EPSG,EPSG
"2,711",Pulkovo 1995 / 3-degree Gauss-Kruger CM 57E,"4,530","4,200","16,379",EPSG,EPSG
"2,712",Pulkovo 1995 / 3-degree Gauss-Kruger CM 60E,"4,530","4,200","16,380",EPSG,EPSG
"2,713",Pulkovo 1995 / 3-degree Gauss-Kruger CM 63E,"4,530","4,200","16,381",EPSG,EPSG
"2,714",Pulkovo 1995 / 3-degree Gauss-Kruger CM 66E,"4,530","4,200","16,382",EPSG,EPSG
"2,715",Pulkovo 1995 / 3-degree Gauss-Kruger CM 69E,"4,530","4,200","16,383",EPSG,EPSG
"2,716",Pulkovo 1995 / 3-degree Gauss-Kruger CM 72E,"4,530","4,200","16,384",EPSG,EPSG
"2,717",Pulkovo 1995 / 3-degree Gauss-Kruger CM 75E,"4,530","4,200","16,385",EPSG,EPSG
"2,718",Pulkovo 1995 / 3-degree Gauss-Kruger CM 78E,"4,530","4,200","16,386",EPSG,EPSG
"2,719",Pulkovo 1995 / 3-degree Gauss-Kruger CM 81E,"4,530","4,200","16,387",EPSG,EPSG
"2,720",Pulkovo 1995 / 3-degree Gauss-Kruger CM 84E,"4,530","4,200","16,388",EPSG,EPSG
"2,721",Pulkovo 1995 / 3-degree Gauss-Kruger CM 87E,"4,530","4,200","16,389",EPSG,EPSG
"2,722",Pulkovo 1995 / 3-degree Gauss-Kruger CM 90E,"4,530","4,200","16,390",EPSG,EPSG
"2,723",Pulkovo 1995 / 3-degree Gauss-Kruger CM 93E,"4,530","4,200","16,391",EPSG,EPSG
"2,724",Pulkovo 1995 / 3-degree Gauss-Kruger CM 96E,"4,530","4,200","16,392",EPSG,EPSG
"2,725",Pulkovo 1995 / 3-degree Gauss-Kruger CM 99E,"4,530","4,200","16,393",EPSG,EPSG
"2,726",Pulkovo 1995 / 3-degree Gauss-Kruger CM 102E,"4,530","4,200","16,394",EPSG,EPSG
"2,727",Pulkovo 1995 / 3-degree Gauss-Kruger CM 105E,"4,530","4,200","16,395",EPSG,EPSG
"2,728",Pulkovo 1995 / 3-degree Gauss-Kruger CM 108E,"4,530","4,200","16,396",EPSG,EPSG
"2,729",Pulkovo 1995 / 3-degree Gauss-Kruger CM 111E,"4,530","4,200","16,397",EPSG,EPSG
"2,730",Pulkovo 1995 / 3-degree Gauss-Kruger CM 114E,"4,530","4,200","16,398",EPSG,EPSG
"2,731",Pulkovo 1995 / 3-degree Gauss-Kruger CM 117E,"4,530","4,200","16,399",EPSG,EPSG
"2,732",Pulkovo 1995 / 3-degree Gauss-Kruger CM 120E,"4,530","4,200","16,170",EPSG,EPSG
"2,733",Pulkovo 1995 / 3-degree Gauss-Kruger CM 123E,"4,530","4,200","16,171",EPSG,EPSG
"2,734",Pulkovo 1995 / 3-degree Gauss-Kruger CM 126E,"4,530","4,200","16,172",EPSG,EPSG
"2,735",Pulkovo 1995 / 3-degree Gauss-Kruger CM 129E,"4,530","4,200","16,173",EPSG,EPSG
"2,738",Pulkovo 1995 / 3-degree Gauss-Kruger CM 132E,"4,530","4,200","16,174",EPSG,EPSG
"2,739",Pulkovo 1995 / 3-degree Gauss-Kruger CM 135E,"4,530","4,200","16,175",EPSG,EPSG
"2,740",Pulkovo 1995 / 3-degree Gauss-Kruger CM 138E,"4,530","4,200","16,176",EPSG,EPSG
"2,741",Pulkovo 1995 / 3-degree Gauss-Kruger CM 141E,"4,530","4,200","16,177",EPSG,EPSG
"2,742",Pulkovo 1995 / 3-degree Gauss-Kruger CM 144E,"4,530","4,200","16,178",EPSG,EPSG
"2,743",Pulkovo 1995 / 3-degree Gauss-Kruger CM 147E,"4,530","4,200","16,179",EPSG,EPSG
"2,744",Pulkovo 1995 / 3-degree Gauss-Kruger CM 150E,"4,530","4,200","16,180",EPSG,EPSG
"2,745",Pulkovo 1995 / 3-degree Gauss-Kruger CM 153E,"4,530","4,200","16,181",EPSG,EPSG
"2,746",Pulkovo 1995 / 3-degree Gauss-Kruger CM 156E,"4,530","4,200","16,182",EPSG,EPSG
"2,747",Pulkovo 1995 / 3-degree Gauss-Kruger CM 159E,"4,530","4,200","16,183",EPSG,EPSG
"2,748",Pulkovo 1995 / 3-degree Gauss-Kruger CM 162E,"4,530","4,200","16,184",EPSG,EPSG
"2,749",Pulkovo 1995 / 3-degree Gauss-Kruger CM 165E,"4,530","4,200","16,185",EPSG,EPSG
"2,750",Pulkovo 1995 / 3-degree Gauss-Kruger CM 168E,"4,530","4,200","16,186",EPSG,EPSG
"2,751",Pulkovo 1995 / 3-degree Gauss-Kruger CM 171E,"4,530","4,200","16,187",EPSG,EPSG
"2,752",Pulkovo 1995 / 3-degree Gauss-Kruger CM 174E,"4,530","4,200","16,188",EPSG,EPSG
"2,753",Pulkovo 1995 / 3-degree Gauss-Kruger CM 177E,"4,530","4,200","16,189",EPSG,EPSG
"2,754",Pulkovo 1995 / 3-degree Gauss-Kruger CM 180E,"4,530","4,200","16,190",EPSG,EPSG
"2,755",Pulkovo 1995 / 3-degree Gauss-Kruger CM 177W,"4,530","4,200","16,191",EPSG,EPSG
"2,756",Pulkovo 1995 / 3-degree Gauss-Kruger CM 174W,"4,530","4,200","16,192",EPSG,EPSG
"2,757",Pulkovo 1995 / 3-degree Gauss-Kruger CM 171W,"4,530","4,200","16,193",EPSG,EPSG
"2,758",Pulkovo 1995 / 3-degree Gauss-Kruger CM 168W,"4,530","4,200","16,194",EPSG,EPSG
"2,759",NAD83(HARN) / Alabama East,"4,499","4,152","10,131",National Geodetic Survey,EPSG
"2,760",NAD83(HARN) / Alabama West,"4,499","4,152","10,132",National Geodetic Survey,EPSG
"2,761",NAD83(HARN) / Arizona East,"4,499","4,152","10,231",National Geodetic Survey,EPSG
"2,762",NAD83(HARN) / Arizona Central,"4,499","4,152","10,232",National Geodetic Survey,EPSG
"2,763",NAD83(HARN) / Arizona West,"4,499","4,152","10,233",National Geodetic Survey,EPSG
"2,764",NAD83(HARN) / Arkansas North,"4,499","4,152","10,331",National Geodetic Survey,EPSG
"2,765",NAD83(HARN) / Arkansas South,"4,499","4,152","10,332",National Geodetic Survey,EPSG
"2,766",NAD83(HARN) / California zone 1,"4,499","4,152","10,431",National Geodetic Survey,EPSG
"2,767",NAD83(HARN) / California zone 2,"4,499","4,152","10,432",National Geodetic Survey,EPSG
"2,768",NAD83(HARN) / California zone 3,"4,499","4,152","10,433",National Geodetic Survey,EPSG
"2,769",NAD83(HARN) / California zone 4,"4,499","4,152","10,434",National Geodetic Survey,EPSG
"2,770",NAD83(HARN) / California zone 5,"4,499","4,152","10,435",National Geodetic Survey,EPSG
"2,771",NAD83(HARN) / California zone 6,"4,499","4,152","10,436",National Geodetic Survey,EPSG
"2,772",NAD83(HARN) / Colorado North,"4,499","4,152","10,531",National Geodetic Survey,EPSG
"2,773",NAD83(HARN) / Colorado Central,"4,499","4,152","10,532",National Geodetic Survey,EPSG
"2,774",NAD83(HARN) / Colorado South,"4,499","4,152","10,533",National Geodetic Survey,EPSG
"2,775",NAD83(HARN) / Connecticut,"4,499","4,152","10,630",National Geodetic Survey,EPSG
"2,776",NAD83(HARN) / Delaware,"4,499","4,152","10,730",National Geodetic Survey,EPSG
"2,777",NAD83(HARN) / Florida East,"4,499","4,152","10,931",National Geodetic Survey,EPSG
"2,778",NAD83(HARN) / Florida West,"4,499","4,152","10,932",National Geodetic Survey,EPSG
"2,779",NAD83(HARN) / Florida North,"4,499","4,152","10,933",National Geodetic Survey,EPSG
"2,780",NAD83(HARN) / Georgia East,"4,499","4,152","11,031",National Geodetic Survey,EPSG
"2,781",NAD83(HARN) / Georgia West,"4,499","4,152","11,032",National Geodetic Survey,EPSG
"2,782",NAD83(HARN) / Hawaii zone 1,"4,499","4,152","15,131",National Geodetic Survey,EPSG
"2,783",NAD83(HARN) / Hawaii zone 2,"4,499","4,152","15,132",National Geodetic Survey,EPSG
"2,784",NAD83(HARN) / Hawaii zone 3,"4,499","4,152","15,133",National Geodetic Survey,EPSG
"2,785",NAD83(HARN) / Hawaii zone 4,"4,499","4,152","15,134",National Geodetic Survey,EPSG
"2,786",NAD83(HARN) / Hawaii zone 5,"4,499","4,152","15,135",National Geodetic Survey,EPSG
"2,787",NAD83(HARN) / Idaho East,"4,499","4,152","11,131",National Geodetic Survey,EPSG
"2,788",NAD83(HARN) / Idaho Central,"4,499","4,152","11,132",National Geodetic Survey,EPSG
"2,789",NAD83(HARN) / Idaho West,"4,499","4,152","11,133",National Geodetic Survey,EPSG
"2,790",NAD83(HARN) / Illinois East,"4,499","4,152","11,231",National Geodetic Survey,EPSG
"2,791",NAD83(HARN) / Illinois West,"4,499","4,152","11,232",National Geodetic Survey,EPSG
"2,792",NAD83(HARN) / Indiana East,"4,499","4,152","11,331",National Geodetic Survey,EPSG
"2,793",NAD83(HARN) / Indiana West,"4,499","4,152","11,332",National Geodetic Survey,EPSG
"2,794",NAD83(HARN) / Iowa North,"4,499","4,152","11,431",National Geodetic Survey,EPSG
"2,795",NAD83(HARN) / Iowa South,"4,499","4,152","11,432",National Geodetic Survey,EPSG
"2,796",NAD83(HARN) / Kansas North,"4,499","4,152","11,531",National Geodetic Survey,EPSG
"2,797",NAD83(HARN) / Kansas South,"4,499","4,152","11,532",National Geodetic Survey,EPSG
"2,798",NAD83(HARN) / Kentucky North,"4,499","4,152","15,303",National Geodetic Survey,EPSG
"2,799",NAD83(HARN) / Kentucky South,"4,499","4,152","11,632",National Geodetic Survey,EPSG
"2,800",NAD83(HARN) / Louisiana North,"4,499","4,152","11,731",National Geodetic Survey,EPSG
"2,801",NAD83(HARN) / Louisiana South,"4,499","4,152","11,732",National Geodetic Survey,EPSG
"2,802",NAD83(HARN) / Maine East,"4,499","4,152","11,831",National Geodetic Survey,EPSG
"2,803",NAD83(HARN) / Maine West,"4,499","4,152","11,832",National Geodetic Survey,EPSG
"2,804",NAD83(HARN) / Maryland,"4,499","4,152","11,930",National Geodetic Survey,EPSG
"2,805",NAD83(HARN) / Massachusetts Mainland,"4,499","4,152","12,031",National Geodetic Survey,EPSG
"2,806",NAD83(HARN) / Massachusetts Island,"4,499","4,152","12,032",National Geodetic Survey,EPSG
"2,807",NAD83(HARN) / Michigan North,"4,499","4,152","12,141",National Geodetic Survey,EPSG
"2,808",NAD83(HARN) / Michigan Central,"4,499","4,152","12,142",National Geodetic Survey,EPSG
"2,809",NAD83(HARN) / Michigan South,"4,499","4,152","12,143",National Geodetic Survey,EPSG
"2,810",NAD83(HARN) / Minnesota North,"4,499","4,152","12,231",National Geodetic Survey,EPSG
"2,811",NAD83(HARN) / Minnesota Central,"4,499","4,152","12,232",National Geodetic Survey,EPSG
"2,812",NAD83(HARN) / Minnesota South,"4,499","4,152","12,233",National Geodetic Survey,EPSG
"2,813",NAD83(HARN) / Mississippi East,"4,499","4,152","12,331",National Geodetic Survey,EPSG
"2,814",NAD83(HARN) / Mississippi West,"4,499","4,152","12,332",National Geodetic Survey,EPSG
"2,815",NAD83(HARN) / Missouri East,"4,499","4,152","12,431",National Geodetic Survey,EPSG
"2,816",NAD83(HARN) / Missouri Central,"4,499","4,152","12,432",National Geodetic Survey,EPSG
"2,817",NAD83(HARN) / Missouri West,"4,499","4,152","12,433",National Geodetic Survey,EPSG
"2,818",NAD83(HARN) / Montana,"4,499","4,152","12,530",National Geodetic Survey,EPSG
"2,819",NAD83(HARN) / Nebraska,"4,499","4,152","12,630",National Geodetic Survey,EPSG
"2,820",NAD83(HARN) / Nevada East,"4,499","4,152","12,731",National Geodetic Survey,EPSG
"2,821",NAD83(HARN) / Nevada Central,"4,499","4,152","12,732",National Geodetic Survey,EPSG
"2,822",NAD83(HARN) / Nevada West,"4,499","4,152","12,733",National Geodetic Survey,EPSG
"2,823",NAD83(HARN) / New Hampshire,"4,499","4,152","12,830",National Geodetic Survey,EPSG
"2,824",NAD83(HARN) / New Jersey,"4,499","4,152","12,930",National Geodetic Survey,EPSG
"2,825",NAD83(HARN) / New Mexico East,"4,499","4,152","13,031",National Geodetic Survey,EPSG
"2,826",NAD83(HARN) / New Mexico Central,"4,499","4,152","13,032",National Geodetic Survey,EPSG
"2,827",NAD83(HARN) / New Mexico West,"4,499","4,152","13,033",National Geodetic Survey,EPSG
"2,828",NAD83(HARN) / New York East,"4,499","4,152","13,131",National Geodetic Survey,EPSG
"2,829",NAD83(HARN) / New York Central,"4,499","4,152","13,132",National Geodetic Survey,EPSG
"2,830",NAD83(HARN) / New York West,"4,499","4,152","13,133",National Geodetic Survey,EPSG
"2,831",NAD83(HARN) / New York Long Island,"4,499","4,152","13,134",National Geodetic Survey,EPSG
"2,832",NAD83(HARN) / North Dakota North,"4,499","4,152","13,331",National Geodetic Survey,EPSG
"2,428",Beijing 1954 / 3-degree Gauss-Kruger CM 93E,"4,530","4,214","16,391",EPSG,EPSG
"2,429",Beijing 1954 / 3-degree Gauss-Kruger CM 96E,"4,530","4,214","16,392",EPSG,EPSG
"2,430",Beijing 1954 / 3-degree Gauss-Kruger CM 99E,"4,530","4,214","16,393",EPSG,EPSG
"2,431",Beijing 1954 / 3-degree Gauss-Kruger CM 102E,"4,530","4,214","16,394",EPSG,EPSG
"2,432",Beijing 1954 / 3-degree Gauss-Kruger CM 105E,"4,530","4,214","16,395",EPSG,EPSG
"2,433",Beijing 1954 / 3-degree Gauss-Kruger CM 108E,"4,530","4,214","16,396",EPSG,EPSG
"2,434",Beijing 1954 / 3-degree Gauss-Kruger CM 111E,"4,530","4,214","16,397",EPSG,EPSG
"2,435",Beijing 1954 / 3-degree Gauss-Kruger CM 114E,"4,530","4,214","16,398",EPSG,EPSG
"2,436",Beijing 1954 / 3-degree Gauss-Kruger CM 117E,"4,530","4,214","16,399",EPSG,EPSG
"2,437",Beijing 1954 / 3-degree Gauss-Kruger CM 120E,"4,530","4,214","16,170",EPSG,EPSG
"2,438",Beijing 1954 / 3-degree Gauss-Kruger CM 123E,"4,530","4,214","16,171",EPSG,EPSG
"2,439",Beijing 1954 / 3-degree Gauss-Kruger CM 126E,"4,530","4,214","16,172",EPSG,EPSG
"2,440",Beijing 1954 / 3-degree Gauss-Kruger CM 129E,"4,530","4,214","16,173",EPSG,EPSG
"2,441",Beijing 1954 / 3-degree Gauss-Kruger CM 132E,"4,530","4,214","16,174",EPSG,EPSG
"2,442",Beijing 1954 / 3-degree Gauss-Kruger CM 135E,"4,530","4,214","16,175",EPSG,EPSG
"2,443",JGD2000 / Japan Plane Rectangular CS I,"4,530","4,612","17,801",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"2,444",JGD2000 / Japan Plane Rectangular CS II,"4,530","4,612","17,802",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"2,445",JGD2000 / Japan Plane Rectangular CS III,"4,530","4,612","17,803",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"2,446",JGD2000 / Japan Plane Rectangular CS IV,"4,530","4,612","17,804",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"2,447",JGD2000 / Japan Plane Rectangular CS V,"4,530","4,612","17,805",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"2,448",JGD2000 / Japan Plane Rectangular CS VI,"4,530","4,612","17,806",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"2,449",JGD2000 / Japan Plane Rectangular CS VII,"4,530","4,612","17,807",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"2,450",JGD2000 / Japan Plane Rectangular CS VIII,"4,530","4,612","17,808",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"2,451",JGD2000 / Japan Plane Rectangular CS IX,"4,530","4,612","17,809",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"2,452",JGD2000 / Japan Plane Rectangular CS X,"4,530","4,612","17,810",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"2,453",JGD2000 / Japan Plane Rectangular CS XI,"4,530","4,612","17,811",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"2,454",JGD2000 / Japan Plane Rectangular CS XII,"4,530","4,612","17,812",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"2,455",JGD2000 / Japan Plane Rectangular CS XIII,"4,530","4,612","17,813",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"2,456",JGD2000 / Japan Plane Rectangular CS XIV,"4,530","4,612","17,814",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"2,457",JGD2000 / Japan Plane Rectangular CS XV,"4,530","4,612","17,815",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"2,458",JGD2000 / Japan Plane Rectangular CS XVI,"4,530","4,612","17,816",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"2,459",JGD2000 / Japan Plane Rectangular CS XVII,"4,530","4,612","17,817",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"2,460",JGD2000 / Japan Plane Rectangular CS XVIII,"4,530","4,612","17,818",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"2,461",JGD2000 / Japan Plane Rectangular CS XIX,"4,530","4,612","17,819",Geographic Survey Institute; Japan.  http://vldb.gsi.go.jp/sokuchi/datum/tokyodatum.html,EPSG
"2,462",Albanian 1987 / Gauss-Kruger zone 4,"4,530","4,191","16,204",EuroGeographics; http://crs.ifag.de/,EPSG
